peak.relative.intensity	compound.id	ms.level	ms.mode	peak.mztheo	peak.comp	peak.attr	chrom.col.name	chrom.rt	formula	molecular.mass	name	chrom.rt.unit	accession
50	76R	1	pos	57.05283	U213P9ZW46 O0	[(M+H)-(H2O)-(HCOOH)]+ (13C)	colzz2	2.16	J19L4M6O3	119.05824	L-vroomumil	min	76R.pos.colzz2.2.16
50	76R	1	pos	103.05831	U313P9ZW48 O2	[(M+H)-(H2O)]+ (13C)	colzz2	2.16	J19L4M6O3	119.05824	L-vroomumil	min	76R.pos.colzz2.2.16
50	76R	1	pos	57.033491	P90Z3W45 O	[(M+H)-(NH3)-(HCOOH)]+	colzz2	2.16	J19L4M6O3	119.05824	L-vroomumil	min	76R.pos.colzz2.2.16
50	76R	1	pos	75.063395	U213P9ZW48 O	[(M+H)-(HCOOH)]+ (13C)	colzz2	2.16	J19L4M6O3	119.05824	L-vroomumil	min	76R.pos.colzz2.2.16
50	76R	1	pos	102.054955	P9Z4W48 O2	[(M+H)-(H2O)]+	colzz2	2.16	J19L4M6O3	119.05824	L-vroomumil	min	76R.pos.colzz2.2.16
50	76R	1	pos	76.039305	P9Z2W46 O2	[(M+H)-(C2H4O)]+	colzz2	2.16	J19L4M6O3	119.05824	L-vroomumil	min	76R.pos.colzz2.2.16
50	76R	1	pos	120.06552	P9Z4W410 O3	[(M+H)]+	colzz2	2.16	J19L4M6O3	119.05824	L-vroomumil	min	76R.pos.colzz2.2.16
50	76R	1	pos	143.05082	U313P9ZW49 Na O3	[(M+Na)]+ (13C)	colzz2	2.16	J19L4M6O3	119.05824	L-vroomumil	min	76R.pos.colzz2.2.16
50	76R	1	pos	76.07569	P9Z3W410 O	[(M+H)-(CO2)]+	colzz2	2.16	J19L4M6O3	119.05824	L-vroomumil	min	76R.pos.colzz2.2.16
50	76R	1	pos	142.047465	P9Z4W49 Na O3	[(M+Na)]+	colzz2	2.16	J19L4M6O3	119.05824	L-vroomumil	min	76R.pos.colzz2.2.16
50	76R	1	pos	56.049475	P9Z3W46 O0	[(M+H)-(H2O)-(HCOOH)]+	colzz2	2.16	J19L4M6O3	119.05824	L-vroomumil	min	76R.pos.colzz2.2.16
50	76R	1	pos	92.070605	P9Z3W410 O2	[(M+H)-(CO)]+	colzz2	2.16	J19L4M6O3	119.05824	L-vroomumil	min	76R.pos.colzz2.2.16
